Tweet,Label
"orang hadir di hidupmu karena sebuah alasan. mereka berimu bahagia dan kecewa. ada yg sesaat, tapi ada yg selamanya,",Neutral
paling sedih bila tengok gambar class diaorg.. meja diaorg semua full bunga gambar ape semua then student yang selamat sampai sekarang diaorg trauma dengan tragedy tuh,Sad
aing macan marah?,Anger
alhamdulillah jimin sembuh dan sudah pulih ini kabar yang indah,Neutral
"kasihan dan ikut sedih. cari aman tanpa foto,tanpa upload dan lainnya. kalo ga jangan di dunia homo.",Sad
"rumahnya luas tp sempit, tinggi, tengahnya ruang tv kamarnya 3 muterin ruangan. di situ ak keluar bentar di teras soalnya sepi kan, itu mobil masih pada lewat trs aku bilang ma temenku kok masih pada bawa mobil sih berarti belum separah itu kan??",Neutral
pagi pagi udah emosi gara gara baca 2ha,Anger
"jiminn, makasih udah berjuang untuk pulih seneng banget denger kabar kamu udah keluar rumkit tinggal masa pemulihan, istirahat yang banyakk yaa malaikatnya army",Joy
"zzullucia: kesian bgt td mau poto berempat itu bb gueseleborratu disusun buat ganjel hapenya nucil biar bs pake timer.. sedih tp agak lucu wkk	Sad
sedih drmn yak.. hmm	Sad
sangat kopong.. sedih kali lahh	Sad
dulu tak mampu hantar anak ke pengasuh kl: about rm1k first month sje. so trpkse berulang dr kg mak ke kl 2hr plus travel pegi balik. husband keje state lain. sedih weh igt balik	Sad
punya fb khusus hype mashiho tapi sepi anjr, giliran w up member lain rame. dah ku hapus. skrg mo buat lagi nyesel ngehapus	Sad
padahal de gea baru dapet penghargaan, udah dibuat sedih lagi sama tim tolol	Sad
sedih banget	Sad
12 tahun lebih bareng terus, gimana ga sedih pas ditinggalin	Sad
ikutan sedih, malah ikutan nangis pas dijauhi dan teman yg paling dekat	Sad
tau ga si kalo hari ini itu berasa kaya bahagia tapi sedih juga	Sad
orang orang di tiktok kok jahat banget sih :( padahal lockey lagi sedih kenapa terus aja di buat makin sedih heh :(. jahat banget	Sad
akun gue makin syepi sedih bener	Sad
haha iyaa meanwhile yg kumau tuh nendo.. nendo pls halo gsc sedih bgt or rerelease figure deh. apakek astaga..	Sad
sesaat sebelum lepas landaas, biasanya gk begitu sedih, kok skrg sedih..campur ngantuk juga	Sad
aku menjadikanmu sesempatnya tak seperti dulu yang selalu ada, adalah bentuk kecewa yang tak bisa ku ungkapkan, karena masih tersisa sedikit rasa yang menjadi pengalangnya. semoga bisa cepat hilang sepenuhnya.	Sad
liat mv teaser wonpil jadi galau ih, lagunya sedih kayaknya huhu	Sad
jujur ya gue gak pernah denger kabar mipa 3, beneran sepi itu kelas dan kayak angker gimana gitu	Sad
sedih sih karena video ini jadi banyak yg gak mau ke dokter perempuan. dokter² yang jaga di klinik tempat gue kerja kebanyakan perempuan dan semuanya detail jelasin penyebab keluhan pasien. mau pasien selama apapun cerita soal keluhan, tetep dijelasin sampe pasiennya ngerti.	Sad
ini kuota dari kampus ngga turun apa yak? sedih amat duit habis buat beli kuota doang	Sad
baru kali ini bangun tidur dari kosan merasa sepi, padahal biasanya dibangunin si mirza, ran, tangi kelas esuk/apel""",Sad
"kritik buat faisal bakri, oligarki ini sdh ada sejak orde baru, jgn di framing hanya ada di jaman jokowi saja, judulnya saja sdh tidak jujur",Neutral
"berpura"" lah bodoh meskipun itu mnyakitkan,,jgan mndeskripsikn dirimu itu sbagai org yg pandai tpi ahlak mu tk pandai",Neutral
bodoh kau emang.,Anger
hah? kaya dendam bnaget sama ibu,Anger
"polos banget kamu v ada yang hate kamu malah kamu anggap bercanda, bener"" gak nyangka msh aja ada yng gak suka ama org baik seperti ini",Anger
semangat pagi.. semoga hari ini dilimpahkan banyak rejeki.. aamiin,Joy
happy birthday marr!! bahagia terus yaa,Joy
yh semangat,Joy
"bagi gua yang taurus, ya taulah kebanyakan taurus tuh keras kepalanya banget banget, egoisnya tinggi, sok cuek padahal mah baperan, kalo soal cinta taurus susah buka hati tapi sekali nemu 1 yang dia suka dan dia sreg dia bakal bucin banget meskipun endingnya putus",Neutral
"ternyata ada yg lebih bego dari aku, jauh malah",Anger
dopinge jo lali massee semangat! mugo lancar berkah,Joy
"hai achanjkt48 kadang aku suka rindu kamu kangen typomu,kangen ngingetin sholatpokok nya semua deh :*salam kangen dari fantasticof48",Love
"terkahir deh, sengaja jg baru update skrng krn waktu itu banyak bngt pikiran smpe mikir takut ga lulus jadi blm berani share, eh aku lulus ternyata bestie hahah. ini beneran terkahir.",Joy
suka banget sama mereka berdua,Love
"1. empire of corpses, ceritanya tentang ilmuan yg berusaha buat ngehidupin lagi orang mati, tapi tentu saja orang yg dihidupkam itu gak sempurna jadi dia melakulan perjalanan buat mecahin misteri terakhir dari penelitiannya",Neutral
silibus kita memang kbat gila babi. bodoh yang buat silibus ni. learning should be fun.,Anger
"niatnya mau bersihin tp malah lepas bagian yg ada di keycapsnya.. utk lubang d keyboardnya normal..coba ganti pakai huruf yang lain tetap connect sih, masalahnya cm yg di huruf d itu ajaa.. kira2 ini bs di solve ga ya? thanks min",Neutral
proyek dibalik kepanikan..atau panik dibalik keproyekan,Fear
"”karena ditempat kaos kaki suka banget amburadul ga di gulung habis dicuci, jadi pagi pagi buru buru kadang ga mikir. pas sampe kelas baru sadar :d tapi trobos aja sih ampe panikan",Fear
semangat trus mbull,Joy
"hallo makjii. goodmowning, dah bangun belum? semoga hari ini berjalan dengan lancar yaa mak. bahagia selalu dan sehat selalu tentunya. semoga hari ini ada rezeki ku dan bisa pakai . have a good day",Joy
gini aja gw suka banget anjr. hastag pelet taehyun,Love
gak paham gue. emang harus banget gitu gvk lo laporan kalo punya pacar ke ja3? justru itu waktu yg tepat buat ngenalin kalo te itu pacar lo goblok! gimana te gak kecewa. gue jg bakalan marah kalo jadi te. ini lg si ja3 suka sama lo hadehh,Anger
aku suka bgt sama kata kata kamu yg zjjaakmwks i rlly feel lovedd. aku tungguu actionnya ya sayang!!,Love
wkwk panik u?,Joy
"suka gak abis pikir klo orang punya pikiran selingkuh/main belakang kek heh anjg pacar lu mati""an jaga lu, ngurus hidup lu yg gak seberapa bagus, ngerawat lu, tpi masih mikir buat selingkuh?? sumpah sampah banget",Anger
"puas harini boleh lepas dendam, selalu mai kerja hari sabtu jaa duk syok tengok org seberang rancak punya duk jogging apa.. settle 2 round arini alhamdulillah",Joy
"kalau cewek udah ngeblokir/mute akun org, tapi msh ngintip akun org itu, konsepnya gimana tuh sis.. : definition of munafikun.. kangen tp malu dia bro.. haha..",Joy
suka banget,Love
beberapa menit keadaan menjadi canggung. takemichi bingung ingin mengobrol tentang apa dan benci dalam situasi ini. sampai dengan berani dia mengatakan apa yang ada di kepalanya. takemichi : dra-draken-kun.. draken : hmm?,Neutral
tp kalo yg tbtb kata mba nya bilang mau putus sekolah ya ky nya bukan mak w aja yg marahh bapak w jg lebih marah lagi jgn lupa tetangga pun pastinya ikut bergonjang ganjing atas hidup ini wkwk,Anger
biasa ny jm sgini udh auto bid,Neutral
takut banget buka wa.,Fear
sing semangat mbake..,Joy
"pengen banget bilang suka,tapi apalah daya aku yang gengsian ini '_'",Love
"jadi nanti anaknya tertekan, menikah tujuannya bahagia trus memulai kehidupan baru dengan orang yang kita cintai jadi kalo mau punya?idak punya anak gapapa karena itu pilihan mereka asalkan mereka bahagia dan kalo mau punya anak disarankan punya persiapan yang mateng bgt!! bukan karna ortunya yg heboh sana sini, aneh"" aja -_-",Anger
masa sepii?kok sepi?,Neutral
"menteri bumn erick thohir mengajak para warga manfaatkan lahan perumahan mjd lokasi pertanian. erick thohir pun mnggagas program energi tani (et). energi tani brtujuan mmbumikn semangat bertani shingga masyrkt mnghasilkn produk"" pertanian scra mandiri.",Neutral
"dah biasa sgt kalau dlm mimpi suka buat kecoh, jerit-jerit because ya know mimpi kan selalu opposite dgn perangai biasa kita. tapi masalahnya, tiba-tiba nak menjerit dlm loghat nismilan kat mak cik dan anak dia sbb menyibuk",Neutral
kayak sedih aja gitu kalo weekend dipake buat kegiatan kantor. ini kapan gue bisa istirahatnya????,Sad
keknya pancake enak ya,Neutral
semangat ya mbak..,Joy
ngakak anjir takut bgt wkwkkwkw,Fear
"ssst iku sing waktu itu nyalon gubernur kalah telak itu bukan ? seriusan nanya. sepertinya negeri ini mjd tkesan tdk baik2 saja sejak bnyak yg kalah pilpres?ilgub?ilbub?pileg. tmasuk sejak byknya mentri & pjabat bumn dipecat, tmasuk pensiunan pjabat yg blm puas",Neutral
"aku sbg yg pernah + juga berusaha utk tidak panik, aku kasih tau lah kalo temen2 yg lain hrs lgsg pada swab, antigen dulu aja blabla. ternyata, dia ngeprank doang. aku emosi dong disitu. dikeluarin lah semua stiker kata2 mutiara aku. aku marah2 di grup. krn ga lucu becandaanny",Anger
"kan,,bangun bangun kaget",Fear
"kdm ahjussi ini tuh ganteng banget walau suka dapet karakter nyebelin, jarang banget ada yang bahas dia disini huhu.",Love
"aku tidak menangis karena sedih, ini hanya karena angin yang membuat mataku berair “ i miss u",Sad
"tetangga yang gue anggap deket bgt karna baik k3bangetan dan royal bgt, eh taunya dpo invest bodong hampir 1m. bangke! jadi takut soalnya byk org2 dtg trus dm2 gue nyari2 info malesin anjir",Anger
"honestly im not the cheerful type orangnya lebih suka diem, kalo ngga penting males ngomong, ngga mau sok asik juga. but.. karena tuntutan peran, jadi sok baik deh haha lucu banget maksain buat two-faced, kesel juga sebenarnya",Anger
kenapa w hrs ga enak badan pas weekend,Sad
"hai, apa kabar ? ak harap km baik baik saja disana",Neutral
aku masih pake se kamu mah ah udahlah aku malu,Fear
gue kaget bgt,Fear
"yg dibahas cuma masalah ekuivokasi, bib. ceramah orang kita pahami dengan positif lah. kalau yg dipermasalahkan adalah frasa ""pukulan"" tentu maknanya akan bervariasi. secara konteks fikih pun pukulan dibolehkan, tapi yg mendidik bkn mencederai. koreksi saja, bib.",Neutral
alhamdulillah pagi2 dapet kabar baik,Joy
"berapa episode ""siapa takut jatuh cinta""????",Neutral
ini ada yg nungguin ga si? aku lagi sakit trs tbtb kepikiran takut gabisa nyelesein apa yg udh aku mulai jd bakal maksain update dikit dikit ya,Fear
"akhirnya setelah beberapa pertimbangan gw ga deactivate, tp gw logout dari apps untuk akun alter gw ini. ya karena gw masih belum bisa lepas aja sih. tahun kemarin gw rasa gw udah cukup puas bermain disini. berarti dm gw masih terbuka, walaupun ga tau kapan bakal bales dmnya",Neutral
pagi pagi dapat kabar bahagia,Joy
knp pembahasan dari semuanya berada di titik yang sama? apa aku yang bodoh? seakan dimanfaatkan untuk kepuasan yang tak tersurat?,Neutral
"wikipedia reminder -- moa, yuk biasakan buat buka wikipedia txt minimal 1x?ari buat social rate juga!, ubah ke mode desktop scroll?aca selama 3-5 menit",Neutral
sensi pake yg biasa atau yg kf94 kak? btw makasih yaa,Neutral
"alhamdulilah, luar biasa, allahuakbar",Joy
sedih knp?,Neutral
hidup di negara isinya kenthu doang bangsat,Anger
"bapakku arsitek, dan klo bikin rumah selalu ada bagian terbukanya katanya biar gak panas. alias biar hemat ac. dan bagian terbukanya gede banget. tp aku gk suka. soalnya klo hujan selalu ketampon! alian air hujan yg kena angin msk ke bagian tumah yg tertutup atap.",Neutral
aamiin. aku udah seminggu lebih sepi huhu tapi gpp semangatt!!,Joy
agatha chelsea cantik bangett suka banget liatnya,Love
yaudah semangat,Joy
udah aktivasi tapi takut ga valid,Fear
"ngga tau kenapa, saya bodoh bgt dalam hal mengingat bisa bisanya saya melupakan ulang tahun bestie saya padahal dari jauh hari ingat, pas hari h lupa. jangankan dia, ultah mami saya sendiri aja bisa lupa pas hari h. ada cara ngga sih buat jadi orang yg ngga lupaan? capek.",Sad
"media official tv nasional kok ikutan ng goreng eh maklum kan udah sepi, jadi ikutan ngegosip",Neutral
"sebenernya udah ga cenggeng ko ndii.. cuma aku sebel kalo lagi ngerasain perasaan kaya gini ndi daann biasa nya kalo aku lagi kaya gini kamu yg nenangin, tapi nyata ndiisekarang pun kamu masih suka nenangin yakan ndi ? tapi dari atas sana",Neutral
kmrn kepalaku pusing trs badan greges jd tidur saja pilihanku. apakah sudah makan sblm itu?,Neutral
sesungguhnya allah tidak suka dengan orang yang selalu berwajah muram di hadapan kawan-kawannya. (hr dailami),Neutral
"pasti guru gue dah ini, kaku banget sih gue kesel",Anger
buat apa sedih hati.,Neutral
"stelah kemaren ditinggal snowdrop, trus minggu sekarang ditinggal bulgasal, minggu depan keknya bakal sepi bgt gak akan ada yg nemenin malam mingguan lg",Sad
gua semalem lagi asik baca tiba tiba dia lock akun sedih bgt,Sad
"tapi soal kerudung.. nggk gw gak bisa. keeudung yang mleyat mleyot, terus kusut sana sini eww no. bisa sih pake kerudung yang rabani. tapi hari jum'at - sabtu wajib pakai yang ada logo sekolahnya. daan kalo misal gw siap"" 5 menit (tapi kayaknya bakal lebih) terus perjalanan -",Neutral
"enak kuenya, love you cintaaa",Love
suka banget postur tubuhnya,Love
"alhamdulillah, i am happy for you nder, semangat teruss",Joy
"suka banget telponan.. pernah 11 jam alias sama sleepcall wkwkw.. trus aku jadi tau kapan dia bangun, kapan dia kerja, kapan dia makan yaa pokonya gemes banget mumuku itu.",Love
ngeri ni..,Fear
daerah beling yang ada. yaa namanya juga si -paling-mengabdi.. siap di daerah mana saja :mukasongong:,Neutral
bisa bisanya semalem mimpiin gwinam takut bgt,Fear
"kita selalu brsama, senang sedih kita lalui brsama disaat kita sudah lulus sekolah kita mulai brlanjak dewasa, brpisah unt mr_anoncyber",Neutral
"rep aja bro, takut nanti nyesel belakangan",Fear
"kalo bocah koar koar kasih bukti aja biar diem, gua gak suka kedamaian",Anger
"tolol, namanya adek ga harus anak kecil. adek ya, yang posisi lahirnya setelah kakak, mau jecil atau gede ga ada urusan.. dongo",Anger
"cuman aku malu aja buat ngepublish ke orang lain , karena dia juga gk pernah publish aku",Fear
kisah ini tidak bisa menjadi bahagia ataupun sedih,Neutral
gue juga gak jajan pake duit sendiri biasa minta nyokap tapi kok ini bisa ilang yaa,Neutral
anjingg kaget bikin kesel,Anger
ujan2 mcam ini enak ngezoo ah..,Joy
"nonton film kak, kalau belum pernah nntn miracle in cell no.7 bole coba. sama dengerin podcast2 yg sedih gituu kak",Neutral
"saya dapat cerita itu dari hasil dengar kajian ustad hanan attaki. bukan hasil baca sembarangan, bukan juga hasil googling, bukan juga dari bible. kalo asumsi saya dikata yg enggak enggak, y anggap saja itu pertanyaan dari pikiran saya yg dangkal ini. terimakasih",Neutral
"kadang gue sedih kenapa jd orang yg kalau ada apa2 diampet dewe, kan jd mumet dewe",Sad
"karena tau rasa kesepian, manusia akan menjadi lebih baik. karena tau rasa sedih, manusia akan menjadi kuat. (princess tutu)",Neutral
"mobilnya mantap uiii kayak di iklan di berita, maknyuss senang",Joy
aku malu sst yang udah liat congrats kalian pernah memandang wajah istri kak andrew,Fear
"aku bener bener suka senyumnya mutsuki. yuki senyumnya hangat, mutsuki senyumnya black prince banget . udah gitu aku suka hubungan mutsuki sama hajime. kalau yuki-kyo sering baku hantam. mutsuki hajime justru berteman",Love
kalo dipikir pikir serem juga ya kalau semua orang bisa meraih mimpi mereka. kan siapa tau mimpinya jadi kek pol pot atau siapa gitu alias nyusahin banyak orang. tapi ya sedih juga kalau ternyata kita lah yang gabisa meraih mimpi itu. tapi ya gimana lagi yekan.,Sad
"sampe sekarang gue masih sedih bakal nangis kalo baca liriknya. serelate itu sama kehidupan banyak orang. karya yang di tulis mark beneran bagus banget dan dari segi vocal, rap, semua yang dia lakuin di mv bener keren banget! dan bikin gue bangga sama mark huhu ily",Love
"soalnya ga sesusah to m1p1 kok beneran, bacaannya juga pendek2, tapi ya gitu berbobot bgt buat otak pas masuk tka sumpah panas bgt, ac ga kerasa sama sekali mana sunyi, cuma ada suara kendaraan dari luar, bunyi klik2 mouse, sama bunyi kresek2 sarung tangan kebelet pipis",Neutral
sebenernya takut ajg make ava muka sendiri,Fear
enak banget,Joy
enak parah si,Joy
anak cucu para bangsat bangsa?,Anger
setahu gue founder partai ummat amien rais dulunya juga lulusan chicago university dan dia sih sah saja ngutip dari manapun,Neutral
"saat itu juga pengen gua tonjok tapi ditahan jadinya gua dorong aja ampe jatoh dari bangku kalo suka tu bilang, lah ini malah bikin 3 kelas benci gua semua manaan ada yang bikin grup ""haters nya bella"" kenapasi alay banget goblok",Anger
gabakalan ada habisnya ga sih.. takut ricuh jd keknya gak ada nder,Fear
buat sendernya emang harus banget ya semua orang harus bisa bawa motor? kalo temen lo atau siapapun itu suka gatau diri ya lo bilangin lah,Anger
beda banget dah raut muka orang yang suka dikasih jatah ama yang kaga,Love
semangat snmptn,Joy
si gabisa santai kl pake blush ampe jengkelan,Neutral
bisnis haram nih artis indonesia yang suka banget bekerja dg uang haram hindari dan jauhi bisnisnya karaoke dll.. biadab banget mengajak masyarakat kpd hal2 yg negatif jauhi mereka semuanya para artis yg menjerumuskanmu keneraka jahanam naudzubillah mindhaliq .,Anger
"cara melawan toksik maskulinitas rapuh, salah satunya adalah dengan mendukung laki-laki agar tidak ragu merawat dirinya sendiri.",Neutral
"terlalu cuek dan capek berantem terus, tiap gue complain karna dia terlalu sibuk dan cuek malah dia yg marah, like what??",Anger
mereka suka playvic gitu knpsi sumpah pajamas kesel banget. nanti merembet kemana mana ya kayak semalem ngebela th dibilang solo stan kan anehh,Anger
kaget.. masuk topik,Fear
chenle gamau di halu'in' gue saat itu kesel banget anjwingg kayak buat apa gitu loh bilang gituan heran gue kalau lo emg ga suka ya udah ga suka ngata2in ga ada yang maksa juga lo tu suka sama chenle itu hak lo but kalau ga suka ga usah hate emosi gue,Anger
"allahumma sholli ala sayyidina muhammad semoga hari ini penuh keberkahan untuk kita semua, pekerjaan dan diperlancar rezekinya semangat pagi",Joy
kasih gue satu alasan kenapa pada g suka matcha? hmm?,Neutral
in other hand belum berani nonton kukira kau rumah meskipun suka banget lagu dan musikalnya krn (selain omicron) jg takut mental health jadi bagian dari plot aja,Fear
bos aku kalau bad mood suka marah-marah ga jelas. untung aku tidak baperan,Neutral
takut banget bocil tetangga lagi sakit yg tadinya mau menghirup udara mendung akhirnya tutup pintu lagi,Fear
"kereta milik cm sarawak, abang johari. celaka punya vvip!! aku paling benci dengan golongan puk**k ni",Anger
"brother of the year, dahh jgn sedih lg yaa",Neutral
"gak katla, ga wordle, yang hari ini bikin tegang semua.",Fear
malu bingitttsssss,Fear
"ga berlaku sama aku yg ga suka minum dingin dan berasa rasa, jarang banget ke area ini malahan. aku biasanya langsung ke rak susu yg dibawahnya juga ada air mineral",Neutral
"kaget, kirain ada yang baru lagi",Fear
ngeri bgt grup b.,Fear
"bandung aku baca sekali, ampe sekarang belom berani reread lagi ih sama suka banget kalo ff ff nya ka shita, selalu ada jalan keluarnya dan happy ending gitu walaupun proses nya rollercoaster banget kalo punya ka rai aku cuman baca au chio ibel, yang ff di wp belom pernah baca",Love
"bisa jadi tuh, kak. di sini juga kemarin begitu, beneran masih abg ini, sih. tapi semoga hari ini cerah",Joy
"wajar, aku bahkan baru bener bener bisa pake laptop di kelas 1 smk. ga harus bisa cepet kok, kalau keadaan ga mendukung yaa mau gimana? gapapa nder, semangat. mulai sekarang sedikit demi sedikit pelajarin yaa? ke sodara atau temen yang punya laptop, kamu minta ajarin gitu",Joy
"ngerasa gak sih orang yang deket banget sama kita sekarang satu per satu jauh banget sama kita sekarang, jadi ngerasa asing gitu. kadang diem-diem suka pengen lari aja kalau ketemu orang itu, apalagi kalau gak sengaja ketemu di luar jadi canggung bgt buat nyapa duluan.",Sad
hehe have a nice dayy!! semoga hari ini dapat kabar baik!,Joy
alhamdulilah jimin kemarin mimpi jimin dan sekarang dapat kabar kekgini seneng banget jimin we love you,Joy
khawatir,Fear
"sorry to say, gk dulu deh opini nya kak. gamasuk di akal dan hati nurani soalnya. ya kalo sekali dua kali mah gpp, kalo tiap pagi(?) hmm. mending aku rusak hubungan daripada trus trusan nahan emosi jiwa nglawan rekanan gatau diri.",Anger
wedang jahe buatan w enak bet,Joy
kating takut adek tingkat aku doang keknya. ini matkul wajib padahal bukan mkp :),Fear
sederhana saja. kalau sombong; banyak yg nggak suka. kalau rendah hati; banyak yg seneng & nyaman denganmu.,Neutral
"kadang pingin bilang ke sesama perempuan .. jangan lah bego-bego kali karena satu laki-laki doang. ga worth it gitu loh :"") kalian tuh cantik, pinter, sifatnya menyenangkan. di luar sana pasti ada cowok baik yang mau sama kalian. stop nyakitin diri sendiri gitu :"")",Neutral
padahal lapaknya sepi ya.,Neutral
di tlp ex bisa biasa aja tapi kalo ketemu jantung saya tidak aman,Fear
"terimakasih sllu dukung bang,selamat akhir pekan sehat dn bahagia",Joy
kenapa pagi-pagi gini udah ada yang bikin emosi,Anger
benci banget gue njing sama kegiatan yang namanya bangun pagi!!,Anger
"pura-pura kaget, atau mo cuci tangan.",Neutral
"morning cantik, kebetulan nih kala pakai fc taehyung dan side fc nya jungkook jadi pas buat kamu wkwkw avail buat hari ini bisa kok tipikal aku itu suka banget bawel sama pacar terus juga kadang suka cerita hal random gitu dari mulai sambang sampe merauke wkwk bahasanya",Joy
"pernah di infinite kalau di monsta x gak pernah, awalnya suka sungjong gara2 visual dia dan kiyowo banget apalagi kalau ngambek tuh kaya bocah, trus kepincut sama woohyun gara2 vocal nya sama sok gantengnya dia akhirnya woohyun jadi bias pertama sungjong bias ke dua",Love
aaaaa sedih banget,Sad
kalau nanya mau lanjutin dimana lumayan normal si. oiya mungkin temenmu cari semangat,Neutral
suka banget mv nya! simple tapi ngena dan enak di liat nya!,Love
sedih ;(,Sad
semangat!!,Joy
"pejabat yg buat hoax tolong dipenjara, hukum jangan belaku cuma untuk rakyat kecil saja..",Neutral
tumben masih sepi,Neutral
semangat zi,Joy
kadang suka emosi baca beginian tapi orang goblog emang susah kalo diajak ngobrol,Anger
"gila, sepi bgt rumah gue berasa nge kos nying takut ah",Fear
"tapi sayang ibu kos ga jadi satu rumahnya sama kos, diluar kota malah. jadi ya ibuk kos gabisa liat langsung kelakuan mereka jadi tunggu aja blio dateng buat jenguk kos, soalnya blio suka dateng dadakan wkwk",Love
"berani kok, kalo gw lg stress+banyak masalah mesti rewatch, biar ngrasain jg sedih dan capenya mereka, ga cuma gw doang yg menderita wkwk",Sad
pagi' dapet kabar baik tentang jimin,Joy
sedih karna mati ditinggal ayang,Sad
suka banget,Love
bangsat bener krn pelakunya adalah guru yg seharusnya mengayomi,Anger
"jual app premium dari netflix, spotify, disney+, viu, iqiyi, wetv, youtube, hbo go dll harian bulanan payment via ovo, gopay, spay, dana full garansi affordable price trusted 1oo% jangan ragu buat tanya dan dm ya!",Neutral
"trs gue makan sampe dibawain minum, dibilangin pake ini yang biar enak, intinya trs ngomong gak berhenti, gue dah nahan nangis karna merasa bersalah gue jutekin",Sad
rencana imbas imbis tok. akhirnya yo bubar lah. wes biasa dikei janji2 palsu ki,Neutral
"angka covid lagi naek. kalo masih dilanjut event offlinenya, asli bodoh sih ni brand.",Anger
"yang terbaik adalah percaya dan berlindung hanya pada tuhan, bukan pada manusia. karena akan ada kecewa jika terlalu percaya pada manusia.",Neutral
respect sama mu mampu nahan tim tebaik bornmounth adu penalti saja wkwk,Neutral
mama takut gmn,Fear
make notion enak juga wkwk tau gitu dari dulu make ini app satu,Joy
apa kabar dengan si kita ?,Neutral
"sukailah suka, sayangilah sayang, dan cintailah cinta..maka di akhir perjalanan kau temukan kebahagiaan",Joy
"sherlymu soft bucin banget gila gw suka, canonnya sherly caring ama understanding juga ke liam si cuma sayang scenenya kurang banyak ayo takeuchi-sensei banyakin konten bucin sherly",Love
semangat mengkulii,Joy
"sjshhd yaampun iya pantesan, ih bego banget aku",Anger
"mau seburuk apapun lo, mau sebanyak apapun kesalahan lo jangan sampe lo benci diri lo sendiri karena yang harus lo lakuin cuman satu, belajar dari semua yang udah terjadi. lo bakal spesial bagi orang yang tepat.",Neutral
ya allah aku sedih kali sumpah denise hsgsfscs dari awal aku udh bad feeling tapi masih berharap gitulo paham kan,Sad
ini pasti type buyers yang ribet aku ngga kasih proof kok bilang aneh lagian setiap seller punya s&k sendiri kali kalo ngga suka mah tinggal skip ribet banget bikin kesel dulu,Anger
sedih jg y kalo mau terang2an bucinin j bisanya di priv.,Sad
"pesan delivery aja, kasian perutnya..",Neutral
kurang 400k sampe target yoo semangat markf,Joy
"thanks for the ga min! aku suka a qiao soalnya dia soft, baik banget kayak malaikat ga ngerti lagi",Love
"wml rules done. akunku ika_ruyanah semogaa jaehwan sama baejin sembuh, sedih liatnyaa",Sad
kecewa lagi,Sad
tetap jadi org yg bahagia sebab setan itu datang dari perasaan tertekan dan sedih nice quotes bu guru untuk mamih satu lagi mih. tetap lah trsenyum mskpn di anggap gemblung.sebab senyum adlh sbgian dr ibadah dan hal yg paling dibenci org2 yg tdk suka dgn mu,Neutral
"cantik!! lucu banget ponimu, aku suka ;__ ;",Love
"sakit hati, tapi ga berhak marah juga karena bukan siapa2",Anger
aku dulu tertarik banget sama benda-benda dilangit. kalau ada pelajaran ipa tentang tata surya pasti selalu semangat. sampai nggak rela kalau jam pelajarannya habis. t __ t oh iya dulu juga aku mau jadi mermaid simply karna aku suka air..,Love
"di negara taiwan tu lo joss kedelai jadi minyak goreng, biji matahari bisa jadi minyak goreng, bunga2 warnanya kuning ke emasan jadi minyak goreng, luar biasa di indonesia lo kaya raya bahan baku kok masih langka minyak goreng. stop goreng menggoreng dehh di rebus aja masaknya",Neutral
aku takut,Fear
"diem bae bitcoin lagi naik, ngko ujug-ujug ono le menanyakan kabar",Neutral
ga malu apa ya,Fear
okok. w gatau kabar covid begimana si skrg,Neutral
"beneran ta, ini kakak suka banget nih tema, konsepnya nih",Love
"09.21 simpang muara : antrian kendaran normal diketiga kaki simpang, situasi arus lalulintas lancar",Neutral
tiba tiba banget aku kaget,Fear
udah kayaknya segitu aja review (pantas disebut review ga sih?) atau kesan yang gw rasain selama nonton snowdrop gw ga spoiler terlalu banyak jadi moga pas nonton tetep bisa kaget dan kesel wkwk since its one of must watch drama too! ^^,Joy
aduh jadi malu,Fear
"unexpected ending, sedih banget pas adegan kena tembak didepan ceweknya lagi --""",Sad
anjing nih eps 3 sedih banget bangsat gue nangis ampe idung mampet,Sad
makin suka sama dia abis nonton one spring night gua jadi banyangin kalo di kehidupa asli nya junghaein itu emg seromantis dan sayang bgt sama pasangan dia,Love
masih kaget.. dijilat??,Fear
kalau di sini ma biasa ajaa masih banyak kali yg lbh gde dari ini,Neutral
coy ngeri sekomplek wkwk sehat2 mat,Fear
"fi: lucu cara ngomongnya kayak arashi ih. ci: idih fiel jelek banget suka mleyotin orang, suka ngajak gelut pula, aneh…",Anger
kita sangat khawatir ada orang yang melihat dan mendengar maksiat yang kita lakukan di balik dinding sampai kita lupa bahwa ada allah maha melihat di mana pun kita berada dan malaikat-nya yang selalu berada di sisi kita punya pena.,Neutral
yang ni tak payah cakap banyak. tengok muka pun tahu jenis suka buat onar. terima kasih kerana report kami akan masukkan dalam list untuk report klik:,Neutral
"ya allah sampe ke bawa mimpi ceritanya di gedor sama salah satu host, terus salah bales dm eh ga jadi menang. sedih sedih bangun2 langsung nyesek karna mimpi",Sad
"yahh, sumpah sedih banget lohh, walopun zi bukan fans nya, tapi sedih lohh, mimpi buruk fandom tuh kaya gitu :((",Sad
"satu keluarga suka kucing tapi ada 1 orang yaitu nenekku yang benci banget sama kucing kalo ketauan main kucing pasti diomelin, diperingatin toxo, penyakit, terus bulu nempel sebel banget apaan sih",Anger
"nggak tau ya aku up lagi kapan, lagi nggak enak badan dari akhir januari di tambah bulan ini banyak ujian praktek",Joy
"kecewa, broken, membuang sedih, membuang masalah, paling parah si pingin move on.",Sad
jangan jatuh cinta dan suka daripada sakit hati!,Fear
